content,time,name,QQ
合理，说人家数据集不好，然后自己整一个,2024-06-18 15:07:29, 20-uuu-废水,1585301968
@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 是的fate哥~,2024-06-18 15:07:46, 20-nuaa/cuhk-水硕加我,1724019530
我在这边上班打算蹭一下hh,2024-06-18 15:08:07, 20-nuaa/cuhk-水硕加我,1724019530
水宝在哪上班,2024-06-18 15:10:31, 20-npu-hkustgz-春春阿汐,1103268336
家人们有人知道哪些学校的邮箱无法给gmail发邮件吗？有个老师发短信说没法给我gmail回信,2024-06-18 15:11:06, 21-双非-lok,822844316
佬们 zju是不是只能报一个,2024-06-18 15:11:38, 21-末九,2315473026
tj开了吗,2024-06-18 15:13:41, 21-lju-serendipity,1354315077
xjtu邮箱收不到gmail喵,2024-06-18 15:13:53, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
@21-四无-无rk无科研无竞赛无英语考研选手 可以吧@21-四无-无rk无科研无竞赛无英语考研选手 ,2024-06-18 15:14:30, 21-xjtu-牛蛙丶丶,2231515848
@21-四无-无rk无科研无竞赛无英语考研选手 是发过去收不到吗,2024-06-18 15:14:33, 21-双非-lok,822844316
群友有没有浙工大的（,2024-06-18 15:14:39, 20-jhu ms,2394578918
我记得我给我自己发过,2024-06-18 15:14:42, 21-xjtu-牛蛙丶丶,2231515848
还是对方发不过来,2024-06-18 15:14:43, 21-双非-lok,822844316
我想要个表白墙，我要找个人[表情],2024-06-18 15:14:47, 20-jhu ms,2394578918
我给我发收不到哎,2024-06-18 15:14:54, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
同济开了吗,2024-06-18 15:14:58, 21-bhu-rk100%吃瓜群众,1943287299
可能随机能收到,2024-06-18 15:14:58, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
没吧,2024-06-18 15:15:08, 21-whut-hhh,2307367273
复合你交的网络信息水平,2024-06-18 15:15:11, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
有人知道武大计算机夏令营在哪里提交申请表吗？为什么它计算机学院官网说要求上传申请表，但是夏令营申请网站上没有这个提交选项？,2024-06-18 15:15:34, 21-nku-hjq,1774500352
好像入营了才要吧,2024-06-18 15:16:11, 21-hit-河图兔的兔~,1787364528
官网上面有,2024-06-18 15:16:21, 21-hit-河图兔的兔~,1787364528
@20-jhu ms jhu也在保研群是吧,2024-06-18 15:16:30, 20-nuaa/cuhk-水硕加我,1724019530
同济开了吗,2024-06-18 15:17:00, 2021-uestc-0offer鼠鼠,1072977032
申请参加,2024-06-18 15:17:07, 21-nku-hjq,1774500352
太逆天了,2024-06-18 15:17:09, 21-nku-hjq,1774500352
@20-nuaa/cuhk-水硕加我 @20-nuaa/cuhk-水硕加我 之前是保研的,2024-06-18 15:17:15, 20-jhu ms,2394578918
急急急，有没有浙工大的,2024-06-18 15:17:22, 20-jhu ms,2394578918
我要找个人,2024-06-18 15:17:25, 20-jhu ms,2394578918
保研转润这不是,2024-06-18 15:17:37, 20-jhu ms,2394578918
我刚试了，收不到@21-四无-无rk无科研无竞赛无英语考研选手 ,2024-06-18 15:17:59, 21-xjtu-牛蛙丶丶,2231515848
nnd,2024-06-18 15:18:02, 21-xjtu-牛蛙丶丶,2231515848
真坑啊,2024-06-18 15:18:05, 21-xjtu-牛蛙丶丶,2231515848
那外校学生给西交发邮件,2024-06-18 15:18:11, 21-xjtu-牛蛙丶丶,2231515848
不全没了,2024-06-18 15:18:15, 21-xjtu-牛蛙丶丶,2231515848
西交老师有丶惨啊,2024-06-18 15:18:41, 21-xjtu-牛蛙丶丶,2231515848
国内邮箱还好 outlook、yeah和163没啥问题，基本都能收到,2024-06-18 15:19:21, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
gmail可能是墙的问题,2024-06-18 15:19:29, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
不过反正你交邮箱系统做的1t4,2024-06-18 15:19:39, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
163会被自动送到垃圾桶,2024-06-18 15:19:42, 21-xjtu-牛蛙丶丶,2231515848
抄都抄不明白,2024-06-18 15:19:46, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
北航还没开始发通知吗,2024-06-18 15:20:14, 21-nku-hjq,1774500352
原来是xjtu的问题,2024-06-18 15:20:26, 21-jlu-suzu,1113503715
[图片]还真是 163直接归入垃圾邮箱,2024-06-18 15:21:24, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
？,2024-06-18 15:21:50, 21-uestc-fingol,1973133141
qq能收到吗,2024-06-18 15:21:57, 21-uestc-fingol,1973133141
qq可以喵[图片],2024-06-18 15:23:19, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
qq邮箱win了,2024-06-18 15:23:39, 21-uestc-安娜苏,2723980493
?,2024-06-18 15:23:55, 21-xjtu-牛蛙丶丶,2231515848
我也试了,2024-06-18 15:24:00, 21-xjtu-牛蛙丶丶,2231515848
也在垃圾邮件箱,2024-06-18 15:24:25, 21-xjtu-牛蛙丶丶,2231515848
qq,2024-06-18 15:24:36, 21-xjtu-牛蛙丶丶,2231515848
乐了,2024-06-18 15:24:38, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
华科夏令营开始了吗,2024-06-18 15:24:44, 21-nku-hjq,1774500352
有老哥收到opentrustlab的联系吗,2024-06-18 15:24:58, 21-hit-moji-vlm&cot,1812781420
我们学院指标没下来，还要等一段时间才知道是本校还是外校推免指标。,2024-06-18 15:27:17, 21-icu-欧内的手,350986370
好汉,2024-06-18 15:27:27, 18-jlu-温言,1902412606
啥意思，上交软院不都快截止报名了吗,2024-06-18 15:27:32, 21-icu-欧内的手,350986370
还分内外吗,2024-06-18 15:27:33, 18-jlu-温言,1902412606
仓库添加结算所,2024-06-18 15:27:43, 20-xdu-sjtu-nzk:睡着:（xhs：1048182734,1813655285
计算所,2024-06-18 15:27:46, 20-xdu-sjtu-nzk:睡着:（xhs：1048182734,1813655285
@21-icu-欧内的手 @21-icu-欧内的手 推免指标还有这种？,2024-06-18 15:28:22, 21-湖b-耐拒王蜀鼠,923557344
每日一问，同济开了吗,2024-06-18 15:28:32, 21-双非-abab（夏5拒）,982425956
请问一下研控现在的网址是什么,2024-06-18 15:28:41, 20-tongjiu-lw,2230510481
没看懂啥意思啊,2024-06-18 15:28:49, 21-icu-欧内的手,350986370
我看电院官网,2024-06-18 15:29:03, 21-icu-欧内的手,350986370
夏令营招的不都是外校的吗,2024-06-18 15:29:12, 21-icu-欧内的手,350986370
本校是九月招,2024-06-18 15:29:17, 21-icu-欧内的手,350986370
本校也能报啊,2024-06-18 15:29:30, 21-nuist-放牛娃,2409749761
啊？那是我看错了,2024-06-18 15:29:41, 21-icu-欧内的手,350986370
@20-tongjiu-lw google直接搜就有,2024-06-18 15:30:01, 21-个别大专-32123432,1622357652
jrm 电科的夏令营信息提交了可以修改吗,2024-06-18 15:30:12, 21-uestc-Leven,1134524176
https://www.yankong.org/,2024-06-18 15:30:22, 21-个别大专-32123432,1622357652
@21-大专-32123432 @21-大专-32123432 谢谢,2024-06-18 15:30:31, 20-tongjiu-lw,2230510481
只要显示投递成功就会收到吧？只是可能会在垃圾箱里对吗,2024-06-18 15:32:22, 21-双非-lok,822844316
被pku二拒,2024-06-18 15:32:33, 21-biliu-赵明柯（立志当保姆,2982344355
真没学上了,2024-06-18 15:32:38, 21-biliu-赵明柯（立志当保姆,2982344355
jrm 电科填了申请导师就只能跟着他读了吗,2024-06-18 15:32:59, 21-uestc-安娜苏,2723980493
清深ai什么时候开大家知道吗,2024-06-18 15:33:46, 21-jlu,992058996
@21-jlu @21-jlu 21号17点前,2024-06-18 15:34:40, 21-neu-梅琳娜(夏0营心碎鼠鼠),1527017964
@21-neu-梅琳娜(0ffer) @21-neu-梅琳娜(0ffer) 感觉应该会提前点,2024-06-18 15:35:00, 21-jlu,992058996
cs3号截止7号就开了,2024-06-18 15:35:07, 21-jlu,992058996
xm,2024-06-18 15:36:38, 21-个别大专-32123432,1622357652
同济开了吗兄弟们,2024-06-18 15:36:40, 21-hfut-原始森林,676689918
xm,2024-06-18 15:36:43," 21-nku-古月桃::println(""⁧⁧ ;(""",1760036004
同济要是开了 群里又沸腾了 ,2024-06-18 15:36:54, 21 lzu ai 夏0营,2655245348
同济不要我,2024-06-18 15:37:20, 21-biliu-赵明柯（立志当保姆,2982344355
还是灰头土脸去fd吧,2024-06-18 15:37:30, 21-biliu-赵明柯（立志当保姆,2982344355
？,2024-06-18 15:37:35, 22-gitu-浊水（六拒王）,1197962922
xm,2024-06-18 15:37:35," 21-nku-古月桃::println(""⁧⁧ ;(""",1760036004
xm,2024-06-18 15:37:41, 21-tongji-x(夏7拒),2295860791
重新定义灰头土脸,2024-06-18 15:37:42, 22-gitu-浊水（六拒王）,1197962922
c,2024-06-18 15:37:54, 21-neu-,393491253
今天是不是开不了了,2024-06-18 15:37:54, 21-crush on u-fw,849296631
今下午准备成为六拒王,2024-06-18 15:37:55, 22-gitu-浊水（六拒王）,1197962922
都这会儿了,2024-06-18 15:37:57, 21-crush on u-fw,849296631
什么时候才能跟kk佬一样强,2024-06-18 15:38:26, 21-个别大专-32123432,1622357652
同济还开不开了,2024-06-18 15:38:37, 21-双非-abab（夏5拒）,982425956
马上又下班了,2024-06-18 15:38:40, 21-双非-abab（夏5拒）,982425956
同济你没有心,2024-06-18 15:38:43, 21-jlu-fff,772950818
打个电话问问？,2024-06-18 15:38:48, 21—中上211—徳川家康,3631899231
同济搞西交那一套 ,2024-06-18 15:39:01, 21 lzu ai 夏0营,2655245348
昨天不是有人打了说今天嘛,2024-06-18 15:39:01, 21-crush on u-fw,849296631
有无本校直接单杀教务,2024-06-18 15:39:01, 21-双非-abab（夏5拒）,982425956
fd,2024-06-18 15:39:03, 21-loveu-eeee,2201457718
同济，开门！,2024-06-18 15:39:22, 21 heu 粥,2910353465
同济，开门！,2024-06-18 15:39:34, 21-jlu-fff,772950818
同济，开门！,2024-06-18 15:39:38," 21-nku-古月桃::println(""⁧⁧ ;(""",1760036004
同济，开门！,2024-06-18 15:39:44, 21-dlut-?-sui1234bian,2481364951
@21-biliu-赵明柯（立志当保姆 pku开了？,2024-06-18 15:39:45, 21-sdu-凑热闹的,1785272828
pku哪开了,2024-06-18 15:39:55," 21-nku-古月桃::println(""⁧⁧ ;(""",1760036004
jrm 电科的夏令营信息提交了可以修改吗,2024-06-18 15:40:22, 21-uestc-lx10ng,1797966009
本校感觉都不要我,2024-06-18 15:40:32, 21-uestc-lx10ng,1797966009
@21-双非-abab（夏4拒） @21-双非-abab（夏4拒） 现在应该没下班,2024-06-18 15:40:45, 20-tongjiu-lw,2230510481
@21-sdu-凑热闹的 @21-sdu-凑热闹的 没有吧，不懂kk报的什么pku,2024-06-18 15:40:47, 21-二非-零offer,1132484353
@21-biliu-赵明柯（立志当保姆 @21-biliu-赵明柯（立志当保姆 ？,2024-06-18 15:40:49, 21-zju-冲刺本校-苏平岚,2530555829
pku没开吧,2024-06-18 15:40:51, 21-fwu-ml,2161396364
他们五点钟下班,2024-06-18 15:40:55, 20-tongjiu-lw,2230510481
fake,2024-06-18 15:40:55, 21-zju-冲刺本校-苏平岚,2530555829
西工大cs优营是锁定导师的吗,2024-06-18 15:40:59, npu-21-ylc,lelouch124@qq.com
我报了很多交叉,2024-06-18 15:41:10, 21-biliu-赵明柯（立志当保姆,2982344355
而且没找老师,2024-06-18 15:41:14, 21-biliu-赵明柯（立志当保姆,2982344355
哦这样,2024-06-18 15:41:15, 21-sdu-凑热闹的,1785272828
xmfd,2024-06-18 15:41:40, 21-fwu-余恃新,1239366535
xmfd,2024-06-18 15:44:11, 21-usc-liny,993287593
xmfd,2024-06-18 15:44:32, 21-sdu-凑热闹的,1785272828
xmfd,2024-06-18 15:44:44, 21-swjtu-四非-夏1营（低rk无科研0知识混子）,2901648662
xmfd,2024-06-18 15:44:44, 21-neu-梅琳娜(夏0营心碎鼠鼠),1527017964
xmfd,2024-06-18 15:44:46, 21-hzau-xh,843834329
xmfd,2024-06-18 15:44:52, 21-uestc-nbs,1594387365
xmfd,2024-06-18 15:44:56, 21-大专-上不了岸-晴晴,1440129978
xmfd,2024-06-18 15:44:59, 21-uestc-chaos,3493166760
xmfd,2024-06-18 15:45:17, 21-上岸大学-Tony,tony_lin1026@qq.com
xmfd,2024-06-18 15:45:21, 21-gpu-夏0营0ffer选手,3640519889
xmfd,2024-06-18 15:45:21, 21-bjtu-珂朵莉,2412162744
xmfd,2024-06-18 15:45:23, 21-末9,2798778230
xmfd,2024-06-18 15:45:23, 21-emou-鼠鼠,1772382978
xmfd,2024-06-18 15:45:32, 21-hfut-原始森林,676689918
xm群u,2024-06-18 15:45:40, 21-gpu-夏0营0ffer选手,3640519889
xmfd,2024-06-18 15:45:40, 21-jmu-有书读吗还,2101434373
山大可以报几个哇有没有uu知道,2024-06-18 15:45:46, 21–末9–跳了,2065443925
3个吧,2024-06-18 15:46:00, 21-lnu-tty,1770447439
同问,2024-06-18 15:46:03, 21-双非,2792967925
怎么还有9报sdu,2024-06-18 15:46:24, 21-双非-abab（夏5拒）,982425956
同济何时开,2024-06-18 15:46:31, 21－xjtu－hjh,1363756529
,2024-06-18 15:46:43, 19-绦-酚,969878235
sdu[表情],2024-06-18 15:46:49, 22-gitu-浊水（六拒王）,1197962922
明天就报,2024-06-18 15:46:55, 22-gitu-浊水（六拒王）,1197962922
@21–末9–跳了 @21–末9–跳了 山大不是宣讲营吗,2024-06-18 15:46:58, 21-中2u-poisson（夏3拒）,1298383620
梦校启动,2024-06-18 15:46:58, 22-gitu-浊水（六拒王）,1197962922
@21-中2u-poisson @21-中2u-poisson 是嘛,2024-06-18 15:47:09, 21–末9–跳了,2065443925
tongji何时开,2024-06-18 15:47:11, 21-thanku-绿蚁非蚁,2927168731
咋啥都宣讲,2024-06-18 15:47:14, 21–末9–跳了,2065443925
同济一直待审核,2024-06-18 15:47:16, 21-whut-hhh,2307367273
没看到考核,2024-06-18 15:47:21, 21-中2u-poisson（夏3拒）,1298383620
哈工威啥时候开,2024-06-18 15:47:32, 21–末9–跳了,2065443925
@22-gitu-浊水（五拒王） @22-gitu-浊水（五拒王） 不许报,2024-06-18 15:47:36, 21-双非-abab（夏5拒）,982425956
oq了,2024-06-18 15:47:37, 21-双非-abab（夏5拒）,982425956
哎，上次看这个系统是被fdu拒,2024-06-18 15:47:48, 21-whut-hhh,2307367273
同济我的梦校你什么时候开奖啊,2024-06-18 15:47:49, 21-hit-skn,1096863800
有阴影了,2024-06-18 15:47:53, 21-whut-hhh,2307367273
@21-hit-skn @21-hit-skn hit去啥同济,2024-06-18 15:48:19, 21-csu,3242998609
同济专硕好进吗,2024-06-18 15:48:35, 21-双非-abab（夏5拒）,982425956
[emm],2024-06-18 15:48:41, 21-大专-上不了岸-晴晴,1440129978
hit,2024-06-18 15:48:49, 21-大专-上不了岸-晴晴,1440129978
问呗,2024-06-18 15:48:50, 21-whut-hhh,2307367273
打,2024-06-18 15:48:51, 21-双非-abab（夏5拒）,982425956
问了结果群里说一声[表情],2024-06-18 15:49:00, 21-whut-hhh,2307367273
打了给群友说声,2024-06-18 15:49:00, 21-双非-abab（夏5拒）,982425956
计算所可以同时联系多名老师吗,2024-06-18 15:49:37, 21-hitsz-修年,1776527992
计算所的那个春闱计划怎么说啊,2024-06-18 15:50:18, 21－fwu－,2914828070
是会给offer吗,2024-06-18 15:50:29, 21－fwu－,2914828070
不给,2024-06-18 15:50:35, 21-wut-ghr,515897968
纯打工吗,2024-06-18 15:51:08, 21－fwu－,2914828070
中山cs申请表的学号是指他给的账号吗……,2024-06-18 15:51:25, 21-sdu-happy,709751645
有点奇怪,2024-06-18 15:51:31, 21-sdu-happy,709751645
我测,2024-06-18 15:52:14, 21 heu 粥,2910353465
哈尔滨到上海的机票,2024-06-18 15:52:21, 21 heu 粥,2910353465
又涨了一百,2024-06-18 15:52:27, 21 heu 粥,2910353465
看来今天不会出了,2024-06-18 15:54:51, 21—中上211—徳川家康,3631899231
真的吗,2024-06-18 15:55:13, 21-双非-abab（夏5拒）,982425956
又不出啊？？,2024-06-18 15:55:21, 21-crush on u-fw,849296631
同济出了吗,2024-06-18 15:55:50, 21-fwuu-夏0营,3218137276
中南出了吗,2024-06-18 15:56:00, 21 末二 全拒der,1391374396
@21-sdu-happy @21-sdu-happy 自己的吧,2024-06-18 15:56:13, 21–末9–跳了,2065443925
@21—四非—伊达政宗 @21—四非—伊达政宗 咋说的？,2024-06-18 15:56:29, 21-whut-hhh,2307367273
？我没问呀,2024-06-18 15:56:40, 21—中上211—徳川家康,3631899231
不敢,2024-06-18 15:56:44, 21—中上211—徳川家康,3631899231
[表情][表情],2024-06-18 15:56:53, 21-whut-hhh,2307367273
我还以为你去问了呢,2024-06-18 15:57:02, 21-whut-hhh,2307367273
洗脚还能晚上七点出,2024-06-18 15:57:10, 21-个别大专-32123432,1622357652
统计加个班,2024-06-18 15:57:14, 21-个别大专-32123432,1622357652
不是问题,2024-06-18 15:57:16, 21-个别大专-32123432,1622357652
同济还没开吗？,2024-06-18 15:57:24, 21-neu-蜡笔小金,1759212072
不是说18号之前吗,2024-06-18 15:57:31, 21-neu-蜡笔小金,1759212072
怎么能指望教务加班,2024-06-18 15:57:33, 21—中上211—徳川家康,3631899231
昨儿不是有人问过招生办嘛,2024-06-18 15:57:33, 21-crush on u-fw,849296631
没见过多少教务会加班的,2024-06-18 15:57:36, 21-whut-hhh,2307367273
不说今天嘛,2024-06-18 15:57:38, 21-crush on u-fw,849296631
有面过了int课题组的友友吗，报团取暖,2024-06-18 15:57:44, 21-鼠鼠u-不要的offer悄悄私信鼠鼠,104153114
应该快了,2024-06-18 15:57:47, 19-绦-酚,969878235
我都忘了下午西交的这个宣讲了,2024-06-18 15:58:26, 21-湖b-耐拒王蜀鼠,923557344
美美的睡了一觉,2024-06-18 15:58:34, 21-湖b-耐拒王蜀鼠,923557344
怎么现在开始讲生物了,2024-06-18 15:59:11, 21-湖b-耐拒王蜀鼠,923557344
南开计算机院什么时候报名截止呀,2024-06-18 15:59:35, 21-末2-ss,1295391196
清华的系统材料提交了还能改吗？,2024-06-18 16:00:09, 21-whut-hhh,2307367273
有人试过吗,2024-06-18 16:00:19, 21-whut-hhh,2307367273
深圳有这么强？,2024-06-18 16:00:20, 20 xjtu 小猫,1793641259
同济为什么还不开[表情][表情][表情],2024-06-18 16:01:00, 21-xmu-maoli,fly1qaz@vip.qq.com
@20 xjtu 小猫 @20 xjtu 小猫 逆天,2024-06-18 16:01:14, 21-nku-hjq,1774500352
@21-末2-ss @21-末2-ss 没有截止时间，弱com,2024-06-18 16:01:17, 21-中九-hgj,1401662806
南科大我们那年630左右靠自招就能上,2024-06-18 16:01:36, 21-whut-hhh,2307367273
感觉南科大本吊打中大华工还可以,2024-06-18 16:01:40, 20 xjtu 小猫,1793641259
@20 xjtu 小猫 吊打不了@20 xjtu 小猫 ,2024-06-18 16:01:51, 21-whut-hhh,2307367273
吊打华五有点不自量力吧,2024-06-18 16:01:55, 20 xjtu 小猫,1793641259
打中大不可能吧,2024-06-18 16:02:03, 20-scu-ict-寒武纪组搞算法的混子,1310644071
推荐信签名是手写还是电子呀,2024-06-18 16:02:13, 魔方牛仔,1294987763
中大华工怎么可能给南科大吊打,2024-06-18 16:02:15, 21-whut-hhh,2307367273
xdm,2024-06-18 16:02:17, 魔方牛仔,1294987763
地头龙的威力可不只是发的paper数量,2024-06-18 16:02:27, 20-scu-ict-寒武纪组搞算法的混子,1310644071
计算所今天发的暑期研修班时间会很长吗 看上去不像夏令营那种几天能结束的[表情],2024-06-18 16:02:35, 21-uu-x,1833631539
东南网安真假？,2024-06-18 16:03:26, 21-hnu-信安小辣鸡 （赛博保安室：497301267）,1345690668
3.0保研？,2024-06-18 16:03:32, 21-hnu-信安小辣鸡 （赛博保安室：497301267）,1345690668
,2024-06-18 16:03:45, 20-guessu-软院混子,695814280
@21-hnu-信安小辣鸡 （赛博保安室：497301267） @21-hnu-信安小辣鸡 （赛博保安室：497301267）？ ,2024-06-18 16:03:53, 21-sbu-传说中的黑龙,291395891
他招的确实多,2024-06-18 16:03:54, 20-nuaa–nju–w11nd,1944266203
东南网安据说招人百人起,2024-06-18 16:04:10, 21—中上211—徳川家康,3631899231
@20 xjtu 小猫 @20 xjtu 小猫 肯定复交啊,2024-06-18 16:04:17, 21-sbu-传说中的黑龙,291395891
东南为啥叫车大？,2024-06-18 16:04:30, 21-csu,3242998609
东,2024-06-18 16:04:44, 21-ggu-群里最不抽象的,2076457169
东->车,2024-06-18 16:04:47, 21-sbu-传说中的黑龙,291395891
@21-csu @21-csu 因为繁体字的东很像车,2024-06-18 16:04:48, 20-guessu-软院混子,695814280
还有1h同济能出吗,2024-06-18 16:04:50, 21-双非-abab（夏5拒）,982425956
同济开门！同济开门！同济开门！同济开门！同济开门！,2024-06-18 16:04:56, 21-湖b-耐拒王蜀鼠,923557344
你不是rk2？,2024-06-18 16:05:09, 21-双非-abab（夏5拒）,982425956
东南夏令营什么bar,2024-06-18 16:05:14, 21-csu,3242998609
夏0营是正常的吗,2024-06-18 16:05:14, 21-大专-lj-cs,1521221313
rk2都报同济？,2024-06-18 16:05:15, 21-双非-abab（夏5拒）,982425956
扉 を 開け,2024-06-18 16:05:27, 21—中上211—徳川家康,3631899231
xml,2024-06-18 16:05:33, 21-xjtu-给我个offer,2589150642
不给你开，oq了,2024-06-18 16:05:40, 21-双非-abab（夏5拒）,982425956
xmsl,2024-06-18 16:05:47, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
我不是rk2,2024-06-18 16:05:50, 21-湖b-耐拒王蜀鼠,923557344
不是rk1？,2024-06-18 16:05:56, 21-ggu-群里最不抽象的,2076457169
嗷rk1,2024-06-18 16:06:05, 21-双非-abab（夏5拒）,982425956
rank低同济有机会吗,2024-06-18 16:06:06, 21-xjtu-给我个offer,2589150642
错了哥,2024-06-18 16:06:08, 21-双非-abab（夏5拒）,982425956
,2024-06-18 16:06:10, 21-xjtu-给我个offer,2589150642
,2024-06-18 16:06:10, 21-双非-abab（夏5拒）,982425956
我是小fw,2024-06-18 16:06:13, 21-湖b-耐拒王蜀鼠,923557344
吉软出了没,2024-06-18 16:06:24, 21-nwpu-鲁姓野驴,635880182
同济会筛oq据说,2024-06-18 16:06:29, 21-双非-abab（夏5拒）,982425956
同济赶紧开，一直吊着我难受,2024-06-18 16:06:37, 21—中上211—徳川家康,3631899231
@21-nwpu-鲁姓野驴 @21-nwpu-鲁姓野驴 官网没发,2024-06-18 16:06:37, 21-xjtu-给我个offer,2589150642
吉电出了,2024-06-18 16:06:37, 21-湖b-耐拒王蜀鼠,923557344
rk高的得小心了,2024-06-18 16:06:41, 21-双非-abab（夏5拒）,982425956
@21-双非-abab（夏4拒） 筛oq好啊@21-双非-abab（夏4拒） ,2024-06-18 16:06:50, 21-tongji-x(夏7拒),2295860791
@21-xjtu-给我个offer @21-xjtu-给我个offer OK,2024-06-18 16:06:53, 21-nwpu-鲁姓野驴,635880182
免得被炸鱼,2024-06-18 16:06:56, 21-tongji-x(夏7拒),2295860791
@21-双非-abab（夏4拒） @21-双非-abab（夏4拒） 我完全不慌[表情],2024-06-18 16:07:03, 21-jlu-fff,772950818
没事，我211不可能oq[表情],2024-06-18 16:07:04, 21-whut-hhh,2307367273
佬们请问下半年有啥能投的还能被sci检索的会啊,2024-06-18 16:07:05, 21-fiveu,3299674040
确实,2024-06-18 16:07:07, 21-双非-abab（夏5拒）,982425956
吉软上次是25号发的名单,2024-06-18 16:07:13, 21-xjtu-给我个offer,2589150642
被同济硬控一下午,2024-06-18 16:07:23, 21-hit-低rk0科研,1599008277
@21-whut-hhh @21-whut-hhh whut rk1也oq了,2024-06-18 16:07:24, 21-双非-abab（夏5拒）,982425956
tp选手,2024-06-18 16:07:27, 21-双非-abab（夏5拒）,982425956
xd速速问,2024-06-18 16:07:32, 21－xjtu－hjh,1363756529
同济卡rank吗？,2024-06-18 16:07:38, 21-xjtu-给我个offer,2589150642
盲猜卡,2024-06-18 16:07:51, 21-双非-abab（夏5拒）,982425956
卡一个不高不低的区间,2024-06-18 16:07:55, 21-双非-abab（夏5拒）,982425956
听说卡,2024-06-18 16:08:04, 21-hhu-sss,1572266429
那种事情不要啊[表情],2024-06-18 16:08:08, 21-湖b-耐拒王蜀鼠,923557344
弄个千人海王营吧,2024-06-18 16:08:21, 21-jlu-fff,772950818
,2024-06-18 16:08:23, 21-jlu-fff,772950818
莫非rank1 2都不要,2024-06-18 16:08:25, 21-xjtu-给我个offer,2589150642
请问天大智算在哪传排名证明啊,2024-06-18 16:08:26, 21-dut-已读不回,2416515257
能不能卡100%,2024-06-18 16:08:30, 21-bhu-rk100%吃瓜群众,1943287299
收中间的,2024-06-18 16:08:33, 21-xjtu-给我个offer,2589150642
,2024-06-18 16:08:35, 21-xjtu-给我个offer,2589150642
必须狠狠卡，不能让海王们再海了！,2024-06-18 16:08:35, 21-双非-abab（夏5拒）,982425956
群u们，有人了解中山网安的优营率嘛，只收50个营员,2024-06-18 16:09:03, 21-fzu-pui,1193084725
导师说我简历一坨,2024-06-18 16:09:12, 21-fwu-低r,2424114404
,2024-06-18 16:09:24, 21-湖b-耐拒王蜀鼠,923557344
别骂了,2024-06-18 16:09:30, 21-湖b-耐拒王蜀鼠,923557344
我邮箱里全是已读不回,2024-06-18 16:09:45, 21-xjtu-给我个offer,2589150642
[流泪]请使用最新版手机QQ体验新功能,2024-06-18 16:09:55, 21-buct-zz,2495643913
北理工计算机是不开夏令营了吗,2024-06-18 16:10:02, 21-cumt-cs,953430655
华科也不开了？,2024-06-18 16:10:18, 21-jlu-fff,772950818
等好久了,2024-06-18 16:10:21, 21-jlu-fff,772950818
被数据库创死了,2024-06-18 16:11:02, 21-四无-无rk无科研无竞赛无英语考研选手,477337061
同济怎么还不开,2024-06-18 16:11:06, 21-nuaa-tusi,2179870889
急死了,2024-06-18 16:11:09, 21-nuaa-tusi,2179870889
同济怎么还不开,2024-06-18 16:11:14, 21-双非-abab（夏5拒）,982425956
华科也不开了？,2024-06-18 16:11:19, 21-fjnu-xu,2753629419
@21-fjnu-xu @21-fjnu-xu 真的假的,2024-06-18 16:11:26, 21–末9–跳了,2065443925
@21-suda-Commonrain at tongji,2024-06-18 16:11:27, 21-suda-Commonrain,759437544
@21-jlu-fff @21-jlu-fff 同问，蹲蹲,2024-06-18 16:11:33, 21-nku-hjq,1774500352
啊？,2024-06-18 16:11:44, 21-suda-waitingAIRRO,1577190667
武大华科都不开了？,2024-06-18 16:11:49, 21-四非-wx,2311732306
不是哥们,2024-06-18 16:11:52, 21-suda-waitingAIRRO,1577190667
武大不是开了吗？,2024-06-18 16:12:01, 21-xjtu-给我个offer,2589150642
武大夏令营已经开了,2024-06-18 16:12:05, 21-neuq-power,2207362434
噢噢,2024-06-18 16:12:10, 21-四非-wx,2311732306
华科本来也不开啊,2024-06-18 16:12:11, 21-双非-abab（夏5拒）,982425956
武大20号截止,2024-06-18 16:12:15, 22－whu-518,945866527
开的招直博啊,2024-06-18 16:12:16, 21-双非-abab（夏5拒）,982425956
注意时间,2024-06-18 16:12:20, 22－whu-518,945866527
我是数学的，以前华科数学系开,2024-06-18 16:12:31, 21-四非-wx,2311732306
,2024-06-18 16:12:35, 21-四非-wx,2311732306
华科硕士只能能预推免了吗？,2024-06-18 16:12:38, 21-neuq-power,2207362434
华科似乎没夏令营吧,2024-06-18 16:12:41, 21-csu-Ray,3065988230
只有预推免,2024-06-18 16:12:44, 21-csu-Ray,3065988230
是滴,2024-06-18 16:12:46, 21-whut-hhh,2307367273
武大可以报几个,2024-06-18 16:12:51, 21-鼠鼠u-不要的offer悄悄私信鼠鼠,104153114
